Organization,Mission,Families,Educators,Workspace
Recreation Centers of Sun City Inc,0.1607263566719619,0.1867289318706139,0.16917992069324594,0.1424094583179163
BARROW NEUROLOGICAL FOUNDATION,0.21933660992543325,0.2460545847691762,0.23116903401497235,0.2167444943221043
Sunshine Acres Childrens Home Charitable Foundation Inc,0.08439035364774627,0.11197799949398002,0.10678608741156037,0.0765009166838011
Arizona Behavioral Health Corporation,0.16083106038471595,0.20466017170961748,0.1802493434464455,0.1438963230312612
Kaizen Educational Foundation,0.0627624019750943,0.0946317873363367,0.06775513620849272,0.07438475227148345
Commission On Accreditation of Rehabilitation Facilities,0.12275669451966342,0.18544579842445374,0.15102830611718276,0.12372711471028985
Dorrance Foundation for Education,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
Diabetes Prevention and Aid Fund Inc,0.054751952603402376,0.08111638309358538,0.08573047420185964,0.07436475393564534
Goodwill Industries of Southern Arizona,0.09600920078831765,0.12374532780307901,0.10217520225101684,0.09050545278558342
Arizona Humane Society,0.1350964945172387,0.14431301316844958,0.16404771046208177,0.16593758602232733
Asu Enterprise Partners,0.1853803708424595,0.20371465935213595,0.1825693938874341,0.17198868221919617
Friendship Retirement Corporation,0.07103138670930242,0.09551934750089897,0.0906329969906483,0.07831711170230449
GREAT HEARTS AMERICA TEXAS AMERICATEXAS,0.03377476257779333,0.05085478747299088,0.03494609179770125,0.05443581925576246
Recreation Centers of Sun City West Inc,0.13555259831284505,0.1803340364099063,0.1635382765451343,0.14466386523453356
Sun City Grand Community Association Inc,0.11543375696738634,0.16350876756546395,0.14644747529740632,0.1219924584651898
"Prehab of Arizona, Inc dba A New Leaf",0.09471144721746128,0.12065128894435617,0.10924416088654021,0.0882704368203362
HonorHealth Foundation,0.17043212905544025,0.21157743188217626,0.18752314248911817,0.16664523212539062
UMOM New Day Centers Inc,0.06465660996805156,0.10111807849318066,0.08792195360985144,0.06834402096949665
First Credit Union,0.17492541542918127,0.22701360518346325,0.19374221399585578,0.15501731794928397
Neighborhood Outreach Access To Health,0.13153183653406786,0.18666229288661584,0.15887739435628778,0.13741297209166092
Odyssey Preparatory Academy Inc,0.2117217153490446,0.20552363246733107,0.159903319764238,0.20716383273584182
"Hacienda, Inc.",0.060627235556823034,0.09955982211181891,0.0853764868389908,0.0690956608170048
Kemper & Ethel Marley Foundation,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
Leman Academy of Excellence Inc,0.06159055320459217,0.09818883628948727,0.07186798143148887,0.08350504334537734
Moreno Family Foundation,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
Institute for Better Education,0.03671476419879738,0.045709245944055454,0.045939786812277505,0.04428131185413897
Arizona Christian School Tuition Organization Inc,0.44367777825116794,0.44495511639623175,0.40181763670993975,0.40246981419782313
Phoenix Country Day School,0.10117204230374699,0.13065560438906487,0.09134035603974033,0.10832987683338724
Maricopa Association of Governments,0.09145163603937267,0.13571022215194684,0.11911547589835925,0.08899049995216635
Spectrum Healthcare Group Inc,0.036336249520970365,0.05754729869567554,0.06582296826658918,0.051918477155525666
VIRGINIA G PIPER CHARITABLE TRUST 08-11-95,0.14603240470049716,0.1761297711675902,0.1637526216775994,0.143836631287373
Paragon Management,0.07990657162309966,0.1096213522872087,0.06597560420718795,0.08580587475331103
Beacon Group,0.14247362077194137,0.17640022787378484,0.14414315628285446,0.12950806518602465
Sun Angel Foundation Inc,0.1158926828304887,0.15468815928748092,0.13205853318922067,0.1050872433338208
Navajoland Nursing Homes Inc,0.07187687717012314,0.1000081482825268,0.09091937220719382,0.08079726678367627
MUSICAL INSTRUMENT MUSEUM,0.07333341876878552,0.10161281113751852,0.08275439209039515,0.10511174943541113
"Valle Del Sol, Inc.",0.08687950509196796,0.11624978725627444,0.09101530435730798,0.08291784111657319
Touchstone Behavioral Health,0.08041481721623378,0.12130327796048879,0.09257379591066917,0.07549043271400235
Tmc Medical Network,0.07394438439965845,0.11692970471280373,0.10266712748897511,0.07146050549218541
"Catholic Community Services of Southern Arizona, Inc.",0.08189901507420005,0.09957193206611215,0.09487453322934492,0.09792413343439499
Daisy Education Corporation,0.34407261211032836,0.3413071021934456,0.27445817288766117,0.33484780770615497
Kautz Family Foundation,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
Gila River Gaming Enterprises Inc Group Employee Benefit Plan & Trst,0.1404850525512722,0.1807678892438116,0.1646724907081596,0.12323677917397213
Northern Arizona University Fdn Inc,0.11836981393122825,0.15912402568191153,0.12739442407331159,0.12428427470512582
DESERT BOTANICAL GARDEN,0.0959562686035016,0.12308981779863037,0.11539538646698722,0.11314312535499593
EPIDAURUS,0.139356046096911,0.18421662460295885,0.15556267953234648,0.12580746451680347
Guidance Center Inc,0.11196538074511098,0.15491703442689597,0.13199164298279054,0.09986286347645779
ARIZONA LEADERSHIP FOUNDATION INC,0.07896041321817793,0.09316104637947287,0.07829693273735472,0.07531973130562108
CATHOLIC EDUCATION ARIZONA,0.07174981097563282,0.09407452355614287,0.07854177944857987,0.06533473682809765
CENTER FOR BIOLOGICAL DIVERSITY INC,0.04630047751580657,0.07416932586887515,0.08503049173849153,0.07635505886801885
THE CENTERS FOR HABILITATION (TCH),0.12078397613402014,0.14597381806482457,0.129299587017199,0.11439267499913075
Prescott College Inc,0.03897425328571125,0.07147282516181319,0.047066444728373735,0.061658952274298184
American Conservation,0.2268725331700906,0.28805212129429203,0.2512129589173454,0.21015404560237938
Health Care Trust of Sundt Corp,0.14118849929785182,0.17328764099062155,0.15084085752870813,0.1167057786128175
Phoenix Rescue Mission,0.2127275809150816,0.23917486551973988,0.23620463800878866,0.19098166880408574
Paradise Valley Country Club Inc,0.18417780672924355,0.2148429175733142,0.21244133982650248,0.1981043660187103
Arizona Tuition Connection Inc,0.10707253122844151,0.1321802311462441,0.11722962603869802,0.09926077458370397
Jewish Community Foundation of Southern Arizona,0.11508290067602989,0.14293075123871102,0.12953210456858355,0.11881800735166403
White Mountain Communities Hospital Inc,0.1283500499653577,0.16562356429702696,0.14931527622011798,0.12528264263210986
Hospice Endowment Trust Fund of Phoenix Arizona,0.22079485351875938,0.24802887949660524,0.23939234224336925,0.21078759875159703
Arizona Sports Foundation,0.06471289688479132,0.08420252907413439,0.08087185363870986,0.07498301581618372
ChangePoint Integrated Health,0.0901507632216596,0.12536821190351566,0.11156205522444318,0.1149501686848553
Immanuel Caring Ministries Inc,0.1424516489323714,0.16412896261500898,0.14097725805837658,0.11454767680313604
Northern Cochise Community Hospital Inc,0.17148893226364237,0.21302820492891927,0.18992679323945227,0.15528187056767462
PSA Behavioral Health,0.054795312870925095,0.08773393501359616,0.08546518796545421,0.07985484059677295
Child Crisis Arizona,0.08728792549983366,0.10646928499225539,0.10153176407924536,0.09309496760020375
Arizona Local Government Employee Benefits Trust,0.3283316726482791,0.35582462536787485,0.33105311610845956,0.2663418981375949
Arizona Connections Academy Charter School,0.10493467415642843,0.1463791892796631,0.11608624143970747,0.11831584414289886
Plumbers and Steamfitters Local 100 Health and Welfare Fund,0.15500568853613195,0.18874893180695373,0.1685165025456039,0.12016123434758696
Graham County Electric Cooperative Inc,0.1574825602342319,0.203967838531373,0.18365580642996482,0.1639778021825644
Worldatwork,0.09693525135999115,0.1360185070706046,0.09761237938506995,0.08152144961582541
Casa De Los Ninos Inc,0.20034985824745577,0.21059907992137716,0.21015437317028218,0.1898544864327002
Mingus Mountain Estate Residential Center Inc,0.25900289822102185,0.2805044075052421,0.24622376036274574,0.23084451135127793
Native American Connections Inc,0.11744910246637863,0.1654305674363613,0.1332574369009557,0.10844710136223124
Inter Tribal InterTribal Council of Arizona Inc,0.3777096141282673,0.3922698403966749,0.3819331458638212,0.354911651803145
Operating Engineers-428 Health & Welfare Trust Fund,0.18018054223068647,0.2170211692442967,0.19818562267287854,0.1485437037978753
SOUTHWEST COLLEGE OF NATUROPATHIC MEDICINE AND HEALTH SCIENCE INC,0.09175296292127433,0.13079713067729404,0.09336042915156084,0.09659685525425954
Westminster Village Inc,0.07605709373124525,0.11378992692272949,0.09416741593111344,0.07182259627784737
CIRCLE THE CITY,0.10139325202499916,0.12995924933322567,0.12150552160956862,0.1002276471495962
San Luis Walk in Walkin Clinic Inc,0.09047285822152873,0.13660653731489436,0.12387452560560774,0.08524576577580378
Raza Development Fund Inc,0.18118656842667757,0.22844781144982662,0.19404558971689456,0.16898405862855947
ARIZONA SCIENCE CENTER,0.1402360628580155,0.15055489623081442,0.12658529000935226,0.15542594082053607
State Bar of Arizona,0.10265019963089006,0.14428993766342235,0.1226104063254424,0.09413069117297101
Sun Health Services,0.11600291293824538,0.14247946506645648,0.13652935362473873,0.11292795125047583
Intl Brotherhood of Electrical Workers 640 AZ Chapter NE Welfare,0.1753048786604443,0.2196701301693007,0.19307337596351737,0.1414351301834169
Crisis Response Network,0.17326427676558664,0.18858008774195245,0.17741629672533776,0.1816422278302463
Freeport McMoran FreeportMcMoran Copper & Gold Foundation,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
Yuma Community Food Bank,0.13427730646993197,0.14528307235458204,0.14422632386515166,0.14307477207395336
Greater Phoenix Convention & Visitors Bureau,0.15019297522063169,0.18669898283739228,0.17127822635544032,0.1379523755580463
Services Group of America Inc Benefits Trust,0.16689547048438658,0.19914925636133152,0.17712600617962726,0.1411267684463139
"Child & Family Resources, Inc.",0.04837748349602056,0.05805378254123694,0.06372208729793172,0.06278187011565473
Lowell Observatory,0.1437443539480383,0.1795619243476657,0.1545940415918059,0.15257948223041673
American Foundation of Utah Inc,0.3423894494149934,0.3949623027986995,0.3493321932830614,0.3324443170990691
Merchants Industry Fund,0.09810184873011929,0.1398575663939564,0.12833585598778774,0.08335861475331685
Arizona Community Development Corporation,0.05788993409269505,0.09249576347834454,0.062101404300694885,0.07319204988542816
Diane and Bruce Halle Foundation,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
VALLEYLIFE,0.10792416608728184,0.1424038048113596,0.12309456215505732,0.11314331868740768
Institute for Supply Management (ISM),0.09679224286534882,0.14507582314816836,0.129043272251381,0.10717262389628024
Intermountain Centers for Human Development Inc,0.07975131814242231,0.10678332052798312,0.08954637729533543,0.08219954548294972
Scottsdale Convention and Vistors Bureau Inc,0.17086752465419164,0.20192427660063483,0.1841902062037608,0.1616034172895333
Lutheran Social Services of the Southwest,0.10768560319351217,0.11518224056699655,0.13396712132299393,0.13201395751430345
Canyonlands Community Health Care,0.12749440897852915,0.171407940043801,0.14975428060298068,0.12864722524068106
Dyno Nobel Inc & Distributors VEBA 2,0.21061116300056804,0.24470841061162796,0.22829248374394717,0.16193405789740778
ACCEL,0.06849659226361493,0.09562388233975772,0.069529533165966,0.07349728504740571
Planned Parenthood of Arizona Inc.,0.09688758930580077,0.11439117900830897,0.11901333125832714,0.09636126670332512
Benson Hospital Corporation,0.08689912532163446,0.1192712004976193,0.11226006145452139,0.09685249972148624
New Horizon Youth Homes Inc,0.059326500480954336,0.10014775118259056,0.09353761087874701,0.08178959078641068
Youth Development Institute,0.2508782410462179,0.28107631910329445,0.2545297169723306,0.2296488604577276
Campus Research Corporation,0.1559085133765824,0.19259634945860604,0.16009572024370045,0.13918269352341228
Banner Health Foundation,0.06592987724185695,0.06829277156667157,0.08816946874546205,0.07455660984462531
Native Health,0.03511399623789102,0.0767228618504282,0.06737339292161493,0.05584935754866349
Legacy Traditional School Surprise SchoolSurprise,0.10509731616943396,0.1363692086663082,0.09004443164454923,0.11617735493848047
Arizona Agribusiness & Equine Center,0.101018073461139,0.14282478150416966,0.09534403322902985,0.0950371565684871
Health Current,0.12116802134395033,0.1780742343721966,0.14236054541777354,0.10648116977149746
CRITICAL PATH INSTITUTE,0.08035665573055106,0.1309854468084629,0.10032488105356119,0.08360230711430516
Planetary Science Institute,0.08537351179634844,0.13025196481445667,0.10452646436328816,0.1081812947466293
Harvest Power Community Development Group Inc,0.30499617251259636,0.32308608935246363,0.32945426432961256,0.32887312709306893
Arizona Country Club Inc Ingleside Golf Course,0.07902993767600108,0.10561771128841657,0.10507338607138306,0.09912404878463466
Handmaker Jewish Services for the Aging,0.12882746889122143,0.17368107967921487,0.13844716319244788,0.1230727865742216
Arizona Training & Evaluation Center Inc,0.12245918925929822,0.16246508345389532,0.12648053067839016,0.09230077973319184
Safari Club International,0.25003874713421337,0.2402299351485544,0.2547761445975424,0.24616626455696689
Arizona Retirement Centers Inc Sierra Winds Life Care Community,0.05375688986925309,0.0904878452130019,0.08358734122788758,0.06809176648612081
Walmart Inc Associates Health and Welfare Plan,0.1551865344111022,0.18249540792610786,0.1719849365497046,0.13032060792507272
Walton Family Foundation Inc,0.05766022646289626,0.09181247406922577,0.08150313268807952,0.06420030272547661
Baptist Health,0.08655525719796542,0.13185126760696197,0.11379889316330649,0.08618653727471692
Arkansas Childrens Hospital,0.0292047650221523,0.06270219971107094,0.05647376120997083,0.051023634946863905
Delta Dental Plan of Arkansas Inc,0.15465452652403477,0.1840339941263226,0.15639914922557074,0.13554752929635838
Central Arkansas Radiation Therapy Institute Inc,0.0942393292037017,0.13266292795415346,0.11147417685439254,0.10290457098324068
Town Branch Foundation,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
St Vincent Infirmary Medical Center,0.25003874713421337,0.2402299351485544,0.2547761445975424,0.24616626455696689
St Bernards Hospital Inc,0.1458716430903949,0.18336074910171896,0.1513428768078917,0.13461988011939685
Windgate Charitable Trust,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
Mercy Hospital Fort Smith,0.09896288907794237,0.11177974696198545,0.12203630956813882,0.12401205018617145
Builders Initiative,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
Washington Regional Medical Center,0.10689749009757477,0.14467334288406997,0.11788180057885533,0.09980508003453481
Mercy Hospital Rogers,0.09896288907794237,0.11177974696198545,0.12203630956813882,0.12401205018617145
White County Medical Center,0.10874062864838152,0.14806307610595704,0.13123363636919505,0.11235515785559613
Native American Agriculture Fund,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
White River Health System Inc,0.06096569446260325,0.09330714126642803,0.07996658281446178,0.06606163669053489
Baxter County Regional Hospital Inc,0.07158628504866182,0.11631863744969562,0.09986098870017113,0.07755006613722337
Crystal Bridges Museum of American Art Inc,0.25003874713421337,0.2402299351485544,0.2547761445975424,0.24616626455696689
Chi St Vincent Hospital Hot Springs,0.25003874713421337,0.2402299351485544,0.2547761445975424,0.24616626455696689
First Electric Cooperative Corporation,0.14907477710032513,0.1790615656119039,0.17469454868758005,0.16602943116922153
Southwest Power Pool Inc,0.14144930421241064,0.20647825546595244,0.1831966319304167,0.14451443700635558
University of Arkansas Foundation Inc,0.1600611337147868,0.1964088363046801,0.17040047981095097,0.15380943296891425
Jefferson Hospital Assn Inc,0.10748051459529939,0.15817621700851014,0.12900592176069925,0.10079480517527084
Carroll Electric Cooperative Corporation,0.09159647647635327,0.14006553212396655,0.137339457243846,0.11224973065421928
Conway Regional Medical Center Inc,0.18359948571415152,0.22710956955854178,0.19481614571422645,0.16161895793281222
Harding University,0.08198068336577424,0.11738926230018953,0.08850074639125771,0.08790275533846037
Mississippi County Electric Cooperative Inc,0.17365948301214662,0.2320753077344958,0.20959993643692387,0.1717541065182634
Arkansas Health Group,0.11079079618987264,0.15833787626687346,0.13175885137045307,0.1087294641932397
Arkansas Valley Electric Cooperative Corporation,0.12054262850666564,0.16655930598373392,0.15642203309237768,0.1284381975349428
Winthrop Rockefeller Institute,0.03439075728018448,0.07158437874344437,0.05867898484244494,0.060198236906933045
"Heifer Project International, Inc.",0.04537364268538113,0.07272509115504144,0.06665932442807487,0.05591433156188341
North Arkansas Regional Medical Center,0.11610032342747223,0.16656174763535858,0.1574870934039161,0.13205508472353233
Winrock International Institute for Agricultural Development,0.09030998210482788,0.13814122477271507,0.1112978297331696,0.09808544005894315
Mercy Health Northwest Arkansas Communities,0.09896288907794237,0.11177974696198545,0.12203630956813882,0.12401205018617145
HENDRIX COLLEGE,0.08949419228512834,0.1204552489194044,0.08711280613054007,0.09893401585906092
Northeast Arkansas Clinic Char Foundation Inc,0.13254180382243408,0.16109872545935033,0.14634365696894114,0.11731622391910346
Wal Mart WalMart Foundation,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
John Brown University,0.09254997248710206,0.10659759328593899,0.08469482680850815,0.09589969934233533
Washington Reginal Medical System,0.16418102134419066,0.2144458434721649,0.17715015242205,0.1445212313390345
Chi St Vincent Medical Group Hot Springs,0.25003874713421337,0.2402299351485544,0.2547761445975424,0.24616626455696689
Arcare,0.16073152451093875,0.1942227832983553,0.17008852654968343,0.12795644414466656
Ouachita Baptist University,0.11841272354714139,0.1487458320180678,0.11461987602983226,0.1327924989933239
Craighead Electric Cooperative Corporation,0.06643799196738875,0.10380195428284866,0.10077154140752032,0.0796162252317617
Rob and Melani Walton Foundation,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
Southwest Arkansas Electric Coop Corp,0.10062714354840563,0.1435488990785615,0.1293439757025291,0.10103797627194411
Arkansas Methodist Hospital Corporation,0.11665502453995336,0.14292752245685947,0.14016623573542286,0.11253680088186124
North Arkansas Electric Cooperative Inc,0.057483924280275045,0.10312044545808474,0.08816399892768434,0.07051582518783772
Willard and Pat Walker Charitable Foundation Inc,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
Bhmc Conway BhmcConway,0.08264985086009435,0.12692982992891255,0.11470101512725717,0.09102203622074223
Woodruff Electric Cooperative Corporation,0.08303429573284826,0.1183362098083307,0.11833032829697432,0.0942041679793163
St Vincent Medical Group,0.25003874713421337,0.2402299351485544,0.2547761445975424,0.24616626455696689
Arkansas Childrens Foundation,0.0292047650221523,0.06270219971107094,0.05647376120997083,0.051023634946863905
Zoma Foundation,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
CENTRAL ARKANSAS DEVELOPMENT COUNCIL,0.09292553810339588,0.1323765953092304,0.12289227103984757,0.10596071116148276
Arkansas Foodbank,0.14972646560585434,0.1772927168733044,0.17822252889546852,0.15622864057123276
Arvest Bank Group Employees Health Benefit Trust,0.1490490951797444,0.18563665550630515,0.16584496084110556,0.12709611966940138
Baptist Health Regional Hospitals,0.09204029593497909,0.12841420308478657,0.1185789838180058,0.09645149224596683
C & L Electric Cooperative Corporation,0.14832662166922916,0.20117536788577584,0.18171461803776556,0.15367960584345464
Friendship Community Care Inc,0.16292443509502008,0.19269609717587333,0.16742816258542859,0.14295083369803585
Ouachita County Medical Center,0.2710868975069908,0.298236479815965,0.2729942928587151,0.2505575545411979
Johnson County Regional Hospital,0.3117429897776326,0.35966147149872285,0.3235326921719843,0.28220207085010907
The Walton Family Charitable Support Foundation Inc,0.17200136441184988,0.20438434224142532,0.17828031413578804,0.1621419149969534
"Goodwill Industries of Arkansas, Inc.",0.12379447971762081,0.143613004819084,0.1090531015645465,0.10213265452966669
Mountaire Employees Medical Benefit Trust,0.21613058629908133,0.256741936427495,0.23252123561942717,0.17475097027735786
White County Physician Group,0.1296679034780206,0.1797728206960304,0.15675066474048938,0.125364035280234
"Bill, Hillary & Chelsea Clinton Foundation",0.026782492491077114,0.05731093954772837,0.05389867224102485,0.03933111605123274
"Arkansas Community Foundation, Inc.",0.055296579273720115,0.08619119576557388,0.07116869899880385,0.061195194544400144
Pathfinder Inc,0.08114179661304022,0.12789760338941447,0.10430420850899247,0.0854765630282639
Crossett Health Foundation,0.12873937194337737,0.16895596395339418,0.14702236491445675,0.12589629306411376
Arkansas Hospice Inc,0.06476968137637096,0.07828346066022096,0.09152222009789257,0.08693258436017925
Drew Memorial Hospital Inc,0.06188746587788996,0.1004900855917702,0.08405903364907474,0.061978240494576564
Mid South Health Systems Inc,0.1067989677716219,0.16994007368583253,0.13831167213487572,0.10355827024118447
Petit Jean Electric Cooperative Corporation,0.07719897845763857,0.13278857564497815,0.11166442177357971,0.08842797073902475
BOST Inc,0.09296557104692549,0.12088729137172993,0.10613891456788882,0.08816486342600272
Clay County Electric Coop Corp,0.16075784240016844,0.20790310063760187,0.19278143137063353,0.1530846041914019
Arkansas Arts Center Foundation,0.1513440798048824,0.16954765540659533,0.1522131630000204,0.13860628875511039
University of the Ozarks,0.09344920739800155,0.11069856199030503,0.08236273342411748,0.09263521585133738
First Step Inc,0.15942076457247345,0.1677639923697315,0.17104236471646106,0.15374387699730907
Arkansas Childrens Hospital Research Institute,0.059507163204013724,0.09328333178815806,0.06723587639000062,0.0568458967208163
Walton Arts Center Council Inc,0.11659668201545614,0.12592760049465446,0.11122334393681677,0.1306398836491116
Ozark Health Inc,0.24147580062740082,0.25103382246444894,0.24313871678159404,0.20318157869855324
Thaden School,0.06149826950909554,0.08711260086102046,0.06345148579648807,0.07755140969953966
Ozark Guidance Center Inc,0.11518962122196652,0.15424528528574288,0.1424641342455527,0.11668317217074387
Razorback Foundation Inc,0.4045867339520369,0.4190615401525376,0.3897044454478913,0.380432913165505
South Central Arkansas Electric Cooperative Incorporated,0.20320430554698876,0.24376611193713826,0.24779925365174282,0.21778037854338683
Jesus Fund,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
Baptist Health Hospitals,0.08813220175097958,0.12945560557833224,0.11771942332101593,0.09726552138877509
"Pure, Inc. dba Pure Charity",0.15546960600850868,0.19674552429549486,0.16673228845071064,0.14743154942317438
Lyon College,0.09404347678475355,0.12909930850019447,0.09521368025613286,0.09750713775483921
Bentonville Bella Vista Trailblazers Association Inc.,0.1829769608386841,0.2332335268608836,0.20762394585566735,0.19692127141709337
JONES TRUST,0.09358666833633023,0.13541521758647634,0.11133573497792704,0.10239791852215419
Arkansas Childrens Northwest Inc,0.0292047650221523,0.06270219971107094,0.05647376120997083,0.051023634946863905
Philander Smith College,0.11264616811351447,0.1334294100029817,0.10065122249688896,0.12045055142757521
United Cerebral Palsy of Central Arkansas Inc,0.09393572985255305,0.12864722074720958,0.10213236289343885,0.07823577810491322
Howard Memorial Hospital,0.10926254704815463,0.1586297981541126,0.1292114468614025,0.10748439562130607
Easterseals Arkansas,0.04868269472274933,0.07413777762976892,0.06388430596901729,0.05209120728100802
United Methodist Behavioral Health System Inc,0.2948449474594447,0.31699627270826547,0.3018629202841069,0.2754208632853543
East Arkansas Family Health Center,0.17124925479547426,0.18247419432689393,0.17128580318613384,0.14162400506389594
Ouachita Electric Coop Corp 474,0.09123509975677568,0.14090755613905215,0.1281219344266531,0.1016053543840868
"Arkansas Support Network, Inc.",0.03908412102140113,0.056990442485191584,0.06558210398410613,0.05949118662452202
Land Trust of Arkansas,0.20099777381363415,0.25347910463645984,0.2325505051213539,0.20045147277449182
Wend II Inc,0.1909242363268039,0.23399237425297592,0.2244110277371495,0.19634802202522483
Arkansas Childrens Inc,0.0292047650221523,0.06270219971107094,0.05647376120997083,0.051023634946863905
Bella Vista Village Property Owners Association,0.1515808285841863,0.2003400633630814,0.1900936329630617,0.14501133750311468
St Francis House Nwa Inc,0.10576194640143854,0.12263349219726549,0.12176252989840308,0.10270146676056724
St Anthonys Hospital Association,0.25003874713421337,0.2402299351485544,0.2547761445975424,0.24616626455696689
Little Rock Christian Academy Inc,0.10446633922548587,0.12936362409455626,0.112078149121419,0.12070210739993537
Bradley County Medical Center,0.13547937455261994,0.16729274913574965,0.15363110230138766,0.13766724531768093
St Bernards Healthcare,0.1458716430903949,0.18336074910171896,0.1513428768078917,0.13461988011939685
Arkansas Foundation for Medical Care Inc,0.15815502115668434,0.19538363531298042,0.15321862683603227,0.13755282774642008
Birch Tree Communities Inc,0.1929898355714843,0.23040695094924468,0.21770844008794898,0.18246084221111591
White River Area Agency On Aging Inc,0.060009745142012405,0.08950653696168798,0.08411865512447614,0.06019912818336526
Pulaski Academy,0.14698952361285578,0.15713814376291224,0.12116911220172233,0.15331002821370876
John Ed Chambers Memorial Hospital,0.09644998317900666,0.14183615763594826,0.12562019969857496,0.09840687077535826
Mercy Hospital Berryville,0.09896288907794237,0.11177974696198545,0.12203630956813882,0.12401205018617145
NWA Food Bank,0.20386486203743348,0.21367252920069968,0.2212452962702075,0.21039276273219742
Crawford Sebastian Community Development Council Inc,0.07162686974111265,0.11381957054599434,0.09997027314583229,0.07936429071322149
Baptist Health Extended Care Hospital Little HospitalLittle Rock Inc,0.09514795351964356,0.12559992999544733,0.11766599897107533,0.09736525451641176
1St Choice Healthcare Inc,0.11932291314412002,0.17003111724268893,0.14668719677163045,0.11082100782652937
Mississippi County Arkansas Economic Opportunity Commission in,0.1149221226296574,0.14948074741033635,0.1335814328635594,0.12293097326040159
Little Scholars of Arkansas Foundation,0.06654391856134134,0.09562057576090399,0.054951809921558126,0.07928426680074485
Butterfield Trail Village Incorporated,0.11394760206885512,0.16890364272722536,0.14591584826841364,0.11256908354768347
Arkansas State University System Foundation Inc,0.09173193130478796,0.13046427368394653,0.11158078622353418,0.0877771006498459
KIPP DELTA INC,0.3097082239266301,0.301739372090308,0.2281675073065026,0.2717656043005183
Student Mobilization Inc,0.1580049106453416,0.17496840946869974,0.15109457522171432,0.17822971005504373
Chicot Memorial Medical Center,0.054469786561485045,0.09224353406447983,0.08692696703616754,0.07330103004657407
Arkansas Colleges of Health Education,0.08138380799122102,0.1204860100433931,0.09595523446950127,0.08349145943189773
City Corporation,0.24139164634964594,0.2877403759081545,0.2672182571116948,0.22596218825961978
Rich Mountain Electric Cooperative Inc,0.08919378422306845,0.1289776995689801,0.11835285751217872,0.0921973872500571
Centers for Youth and Families Inc,0.1690660194493493,0.1675656205604671,0.1587711137640735,0.14737160162070895
Five Rivers Medical Center Inc,0.09638860371797331,0.14393605688584576,0.1242253453437292,0.09806807539286788
St Bernard Community Hospital Corporation,0.1458716430903949,0.18336074910171896,0.1513428768078917,0.13461988011939685
Episcopal Collegiate School,0.12840981111148264,0.1394357998657011,0.09426262138181285,0.1321251916941828
E Stem EStem High Public Charter Schools Inc,0.10587898728233336,0.13447251013543926,0.09798861491017996,0.11337066416024377
Food Bank of Northeast Arkansas,0.11942044036591237,0.14371656358723262,0.13329634093880272,0.10917196967618381
Healthy Connections Inc,0.08120889846674328,0.1230622215317756,0.10810306898807842,0.08926672719982931
Arkansas Farm Bureau Federation,0.09792265862666771,0.14337026546325904,0.1185077667176464,0.09407583741757752
Area Agency On Aging of Southeast Arkansas Inc,0.09720053852980781,0.1417080913224772,0.12154355938695671,0.08821124071492037
River Valley Primary Care Services Incorporated,0.08387471536440416,0.1183747947038234,0.11127975439850313,0.08128047564481222
Georges Inc Medical Tr,0.15843140354761387,0.1863628535869709,0.17592014733984795,0.12986908983510437
Total Life Healthcare Inc,0.1462664447731521,0.2031710347294905,0.1742512755040131,0.15550954818725615
Central Arkansas Area Agency On Aging Inc,0.07391429981853104,0.0972093766991069,0.09129587617358659,0.08256677118228462
Area Agency On Aging of Northwest Arkansas,0.16556512996158712,0.19042389186567776,0.18014486346693914,0.13550395585066966
Counseling Associates Inc,0.08368629771121916,0.14346477497873467,0.1147883796199638,0.09144992706194177
Washington Regional Medical System Welfare Benefit Plan,0.16294226961222225,0.2012945847496237,0.173355372493593,0.1300911228522763
Arkansas Enterprises for the Developmentally Disabled Inc,0.1448145635530257,0.15583850713999248,0.11709899421752556,0.1375213968769181
Westrn Arkansas Counseling & Guidance Center Incorporated,0.055572519999100845,0.1017336059644467,0.07952917509217139,0.060890983538013255
RAINBOW OF CHALLENGES INC,0.15313546566929015,0.17416280591479927,0.15972140813800206,0.1678512424735773
Independent Case Management Inc,0.10675826779628128,0.1523163774592502,0.11630774901193419,0.08463261065302208
Boston Mountain Rural Health Center Inc,0.16136852086353248,0.20906753013830304,0.177123775424342,0.14427129868644317
